date;title;link;summary;publishdate
2019年9月10日（火） ;深夜の家庭訪問;https://www.tv-asahi.co.jp/londonhearts/backnumber/1310/;"
             深刻な悩みを抱える芸人2組の自宅に、淳たちが深夜の家庭訪問！！お酒を飲みながら、それぞれが抱えている悩みや本音を聞き出す！！2017年キングオブコントで一世を風靡し、付き合っている事を公言したコンビ、にゃんこスター。
最近は、めっきりテレビ出演が減ったが・・・
交際は続いていて、現在同棲中。
一体どんな生活を送り、どんな悩みを抱えているのか？ 同棲宅の訪問で、ワクワクのメンバーだったが・・・「別に住むのもいいのかな・・・」いきなり彼女であるアンゴラ村長から別居発言！！
彼氏であり相方の３助に対し、仕事からプライベートに至るまで、不満が爆発!!
まさかの同棲解消危機に淳たちが出した答えとは!?２組目は、10年前、レッドシアターで人気を博した我が家の坪倉宅を訪問。ピンでバラエティーに出たり、ドラマにも数多く出演するなど順風満帆に見えるが・・・近年、トリオでの活動はほとんど見かけない。
事務所の先輩、アンガールズ田中は「放っておいたらコンビ解散もある！」
と危機感を募らせる。
坪倉本人も「真剣に解散を考えた」と衝撃発言!!
全ての原因は相方・杉山の酒癖の悪さ。
酔って坪倉に対し取った行動に一同驚愕！！そして、その杉山と谷田部も緊急合流。３人それぞれが、カメラの前で本音を激白!!バラエティーモード一切無しのぶつかり合い！！
果たして、どんな結論になるのか？で、ラストは、坪倉宅の風呂場で珍事件!？先週放送に続き、フジモンが大活躍（笑）一体、何が起きたの～!?【出演】田村淳(ロンドンブーツ1号2号)／にゃんこスター、我が家／小峠英二（バイきんぐ）、田中卓志（アンガールズ）、藤本敏史（FUJIWARA）／弘中綾香(テレビ朝日アナウンサー)【50音順】

             ";2019-09-10
2019年9月3日（火） ;ロンハー慰安旅行;https://www.tv-asahi.co.jp/londonhearts/backnumber/1306/;"
             淳・有吉・ザキヤマ・竹山・フジモンのロンハー仲良し５人衆が、
日頃の疲れを癒そうと、栃木県那須に慰安旅行!!
仕事を忘れ、完全オフの気分で旅を楽しむ。
移動手段も、メンバー自ら車を運転し、気に入った場所があれば、アポ無しロケも!!
さらに、今話題のウォータースポーツ「SUP(サップ)」に挑戦。
モモ神・淳は上手くこなす事が出来るか？
そして、カワイイ動物との触れ合いでは、
普段のスタジオでは見られない有吉の表情に注目!!
他にも、地元特産の美味しいスイーツや料理の数々!!
もちろん竹山イジリも満載!!
ラストの露天風呂では、メンバー全員で、
恒例のザキヤマのアノ疑惑を徹底追及(笑)
大のオトナが、はしゃぎっぱなしの１時間。
乞う、ご期待!!
【出演】田村淳(ロンドンブーツ1号2号)、有吉弘行／
カンニング竹山、藤本敏史（FUJIWARA）、山崎弘也（アンタッチャブル）【50音順】

             ";2019-09-03
2019年8月27日（火） ;後輩にちゃんと慕われてる？相思相愛ウラ取りグランプリ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1298/;"
             普段、可愛がっている後輩芸人から、先輩芸人たちは本当に慕われているのか？
ロンハーが勝手にウラ取りして発表しちゃう恐怖の新企画!!
今回、集まった先輩芸人は５名。
ロンハー20年にして、スタジオ初登場、ネプチューン堀内健。
その他、FUJIWARA藤本、サバンナ高橋、アンタッチャブル山崎、
アンガールズ田中という、そうそうたる面々。
先輩芸人たちは、普段可愛がっている後輩１０名を発表！
どれ程の付き合いなのか？いつからの関係なのかをプレゼン。
そして、先輩たちが可愛がっていると挙げた後輩たちに、別番組を装い
「あなたの慕っている先輩芸人は誰？」
というアンケートを実施。
真面目な番組だと思い、リアルな順位付けをする後輩のもとへロンハースタッフが突入し、
本当の企画を説明。
果たして、自分のことを可愛いと思ってくれた先輩のことを、慕っている先輩芸人として
挙げているのか？
「人生で一番お世話になっている」
「私の師匠。良い所を言ってくれる」
可愛がっている後輩からも慕われて、相思相愛となれば、最高だが・・・
「夜中に呼び出される」
「食事してる時も、ずっとフザけてる」
慕われてると思っていた後輩から、全くリスペクトされていなければ、
今後の関係に影響が!!
ブラマヨ小杉や千鳥ノブ、ビビる大木など、後輩芸人たちのリアルな本音に、スタジオ騒然!!
果たして、先輩たちは、見事 相思相愛となれるのか!?
【出演】田村淳(ロンドンブーツ1号2号)、有吉弘行／
高橋茂雄（サバンナ）、田中卓志（アンガールズ）、藤本敏史（FUJIWARA）、堀内健（ネプチューン）、山崎弘也（アンタッチャブル）【50音順】／藤田ニコル 他

             ";2019-08-27
2019年8月20日（火） ;元ＡＫＢだらけの芸能界三者面談;https://www.tv-asahi.co.jp/londonhearts/backnumber/1292/;"
             以前、ＡＫＢを卒業したものの、その後の活動がなかなか難しく
もう一度芸能界で花を咲かせたいというメンバーを一斉に集めて、 『元ＡＫＢだらけの大運動会』を実施。 その中で、特に目立ったメンバーを再びスタジオに呼び、
この先、芸能界でどのように活躍していきたいのか、マネージャー同席のもと、
じっくり悩みや現状を聞いていこうという、「芸能界三者面談」を行う。
前回のロンハー出演後、バラエティーやCM、グラビアなどからオファーが来たり、
ツイッターのフォロワー数が増えたりと、大反響だった者もいれば・・・
どこからもオファーが無く、全く仕事が増えなかった悲しいメンバーも。
そんな現状に悩みを抱えるマネージャーたちからは、
「元ＡＫＢのプライドが捨てきれていない！！」
「（考えている事が）薄っぺらい！！」
と、厳しい意見が飛び出す！！
さらに、第２の磯山さやかこと大和田南那には、
マネージャーも心配している食いっぷりを検証すべく、
食事風景を隠し撮りで、驚きの映像が！！
また、内田眞由美がオーナーを務める「焼肉ＩＷＡ」にカメラが潜入！！
知られざる経営戦略や、お客さんの生の声を直撃リポート！！
ラストは、エステティシャン経験者の「ソケイちゃん」こと松原夏海の
オイルエステを体験する為、アノ男が紙パンツで登場！！
大爆笑の結末が！！
出演：田村淳（ロンドンブーツ１号２号）／有吉弘行／山崎弘也（アンタッチャブル）、草薙航基、熊田曜子／内田眞由美、大和田南那、小嶋菜月、平嶋夏海、松原夏海　[50音順]

             ";2019-08-20
2019年8月13日（火） ;私服センスなし芸人NO.1決定トーナメント;https://www.tv-asahi.co.jp/londonhearts/backnumber/1285/;"
             “私服センスがない”と思われている芸人６名が集結!!
事前に渡されたテーマに沿って、自宅から私服を持ち寄り対決。
よりセンスの悪い奴が負け残っていく恐怖の逆トーナメント戦!!
注目の出場者は・・・ 
コンビで参戦・かまいたち、
彼女ができて？最近私服が変化した・狩野英孝、
自称オシャレ芸人・シソンヌ長谷川、 Ｍ－１ファイナリスト、見取り図・盛山、 ＩＱ１３０の新星、Ｇパンパンダ・一平という６名。 中でも、かまいたち山内は、SNSにファッションだけを投稿し、さらにはスニーカーコレクターというオシャレ好き！！
また、相方・濱家も「センスが悪いつもりはない！」と自信満々！
周りの声に反し、メンバー全員が「私服には自信アリ！！」と豪語するが・・・
「髪形とバックがあってない！」
「自分の個性は何かっていうのを、考え直して！」
と、辛口審査員長・小木や、ファッションモデルの藤田ニコル、ダレノガレ明美らが、オシャレ気取りの芸人たちを斬りまくる！
テレビに出ている芸能人としては、ファッションセンスが無いとは絶対に言われたくない！！
果たして、屈辱の逆トーナメントを制するのは一体！？
今宵、芸人界のダサイ王が決定！！
出演：田村淳（ロンドンブーツ1号2号）／一平（Gパンパンダ）、狩野英孝、かまいたち、長谷川忍（シソンヌ）、盛山晋太郎（見取り図）／小木博明（おぎやはぎ）、大石絵理、ダレノガレ明美、藤田ニコル、舟山久美子　[50音順] 
             ";2019-08-13
2019年8月6日（火） ;品川 呼ばれま10;https://www.tv-asahi.co.jp/londonhearts/backnumber/1278/;"
             世間には嫌われ者のイメージが強い品川庄司・品川祐。
しかし実際は、後輩思いで慕う芸人は多い。
そこで今回は品川の事が大好きで慕っている８人の後輩芸人に集まってもらい、その中でも誰が品川のお気に入りなのか、順位をハッキリさせる！！
後輩たちとは別場所の焼肉屋にいる品川から電話で、「飲みに誘いたい後輩10人」を、１位から順番に呼び出していく。
もちろん品川は、どの後輩が集まっているかは知らないので、メンバー以外の後輩に電話を掛ける可能性も！
「俺の出た番組を全部見てくれている」 「面白いし、見ていて飽きない」
品川から呼ばれる10人の中に選ばれれば嬉しいが、まさかの圏外なら、後輩としてショック極まりない。
芸人の世界は、先輩・後輩の関係性がとても大事なため、今後の付き合いにも影響が！！
果たして、８人全員がトップ10入り出来るのか!?
そして今回もアシスタントとして宮下草薙・草薙が登場！
出演：田村淳（ロンドンブーツ 1 号２号）／藤本敏史（FUJIWARA）、品川祐（品川庄司）、草薙 航基（宮下草薙）／板倉俊之（インパルス）、 尾形貴弘（パンサー）、金田哲（はんにゃ）、狩野英孝、斉藤慎二（ジャングルポケット）、中岡創一（ロッチ）、ナダル（コロコロチキチキペッパーズ）、村上健志（フルーツポンチ）、[50音順]

             ";2019-08-06
2019年7月30日（火） ;密室検証・もしもこんな２人を飲ませたら・・・;https://www.tv-asahi.co.jp/londonhearts/backnumber/1255/;"
             普段、あまり接点の無さそうな２人に、サシでお酒を飲ませるとどうなるのか、
密室で徹底検証!!
まずは、超ネガティブ芸人、宮下草薙・草薙と、
超ポジティブ芸人、ANZEN漫才・みやぞん。 真逆のタイプの２人だが、実は今回が初対面。
最初はお互い、会話がぎこちなかったが・・・
徐々にみやぞんから草薙に
「そのままの自分を認めてあげて！」
「夢が無くても、それは自由だからいい！」
など、みやぞんらしい優しいアドバイスを送る。
果たして、ネガティブ草薙はどんな対応を！？
全く予想つかない展開に!!
2組目は、東西の大ボケ、ザキヤマ×くっきー。
事務所は違えど、実は同期で同い年だった２人。
会話はどっちが回すのか？相手のボケにきちんとツッコむのか？全く予測不能！！
だが、お酒が進むと・・・
ザキヤマからは「くりぃむしちゅーの座付きの作家として生きて行こうとしていた」
くっきーからは「とんねるずさんが好きだった」
など、お笑いに関する熱い本音話も飛び出した！！
滅多に見られない、２人の真面目な姿は必見！！
そしてラストはザキヤマに、恒例のアノ疑惑が！！
それは一体！？(笑)
 
【出演】田村淳(ロンドンブーツ1号2号)／足立梨花、草薙航基（宮下草薙）、くっきー（野生爆弾）、小嶋菜月、陣内智則、みやぞん（ANZEN漫才）、
山崎弘也（アンタッチャブル）　[50音順] 
             ";2019-07-30
2019年7月23日（火） ;本音で書かせた女たちのリアル評価GP;https://www.tv-asahi.co.jp/londonhearts/backnumber/1250/;"
             女性タレント 10 名が、自分以外の９人を「リスペクトできる順」にランク付けしてもらい、
その総合結果とリアルな意見を発表していくという超ヒリヒリ企画が誕生！！
各々のアンケートは、スタッフ監視のもと書かせたので逃げ道ナシ！！
参加メンバーは、人気者の藤田ニコルや鈴木奈々、
最年長・熊田曜子 37 歳から、最年少はみちょぱ、西野未姫の 20 歳までの
女性芸能人１０名。 アンケートは、人気や芸歴・年齢差など一切関係ナシ!!
「仕事面」だけでなく、「女性として」「人として」というポイントも踏まえ、
総合的にランキング！！ リアルな評価が明らかとなる！！
「コメントのさじ加減が絶妙！」
「発言がテロップになりやすい！」
など、リスペクトできる理由もあれば・・・
「女性の共演者を全員下に見ていそう！」
「リアクションが嘘くさい！」
と、手厳しい意見も！！
普段、一緒に仕事をしてる仲間から悪く思われてしまえば、芸能人として致命的！！
この先の人間関係にも亀裂が！！
さらに今回は、淳のアシスタントとして草薙が大抜擢！！
で、ニコルに対して衝撃発言！！それは一体！？
オンナ同士が本音をぶつけまくりで、スタジオはかつてないピリピリムードに！！
これぞロンハー！乞うご期待！！
出演：田村淳（ロンドンブーツ 1 号２号）、有吉弘行／山崎弘也（アンタッチャブル）、草薙
航基（宮下草薙）／ 朝日奈央、池田美憂、磯山さやか、熊田曜子、鈴木奈々、ダレノガレ明美、西野未姫、藤田
ニコル、丸山桂里奈、ゆきぽよ [50 音順]
             ";2019-07-23
2019年7月16日（火） ;素敵レディーＧＰ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1222/;"
             普段、カメラ前では「芸人」を意識しすぎて、女性としての部分を見せない女芸人たち。
という事で、今回はテレビでは決して明かさない女芸人のステキな素顔を隠し撮り!!
検証するのは、３名の女芸人たち。
普段、ボケまくりで、素顔を全く見せない、ゆりやんレトリィバァ。
そして、カメラ前では暴言、顔芸を連発する、ガンバレルーヤよしこ。 そして、最近注目の若手、Aマッソ村上。 ウソの飲み会にターゲットを誘い出し、その様子を隠し撮りすると・・・
「私には何が出来るんだろう」
仕事に対するマジの悩みや、
「好きな人が出来た♥」
女子ならではの恋愛トークで、普段テレビでは一切見せない、超意外な素顔が!!
さらに、飲み会にイケメンが登場！密室での２ショットで、ターゲットたちがオンナになる!?
ラストはスタジオで、有吉とガンバレルーヤよしこが、とんでもない事に(笑)
【出演】田村淳、有吉弘行／Ａマッソ、カズレーザー(メイプル超合金)、
ガンバレルーヤ、藤本敏史（ＦＵＪＩＷＡＲＡ）、ゆりやんレトリィバァ ほか　[50音順]

             ";2019-07-16
2019年7月9日（火） ;狩野VSポン村上　第2弾;https://www.tv-asahi.co.jp/londonhearts/backnumber/1228/;"
             前回、マジすぎる不仲が発覚した狩野とポン村上。放送後のそれぞれの飲み会を隠し撮りしてみると、やはり拭えない遺恨が…。 今夜はその争いに終止符が!!
             ";2019-07-09
2019年7月2日（火） ;パンサー尾形　異常な嫉妬心は本当なのか？Season２;https://www.tv-asahi.co.jp/londonhearts/backnumber/1226/;"
             ネオバラ１発目の放送で、奥さんに対する異常な嫉妬心が発覚したパンサー尾形。
放送後、尾形のＳＮＳは大炎上、世間から非難の声を浴びたが・・・
今回は、そんな尾形の異常な嫉妬心は改善されたのか、隠し撮りでさらに検証！！前回、自宅に格闘家・武尊の写真集が置いてあったのを見つけ、奥さんへの怒りが爆発！
武尊に対し、強い嫉妬心と嫌悪感を抱いた尾形。
そんな武尊と楽屋で偶然遭遇し、例の写真集をプレゼントされたら!?
この検証は、前回のスタジオ収録前に行っていたのだが・・・
前回のスタジオでは、あえて出さずに温存していた！
まだ炎上前の検証だったために、尾形がどんな対応をするのか注目！
さらに、よしもとの先輩・品川の自宅で、偽のホームパーティーを開催し尾形夫妻を招待。そこへ、急きょ武尊が合流し、尾形の奥さんと仲良く会話したら!?尾形は嫉妬心を抑えることが出来るのか！？
ラストは、因縁の武尊がスタジオに登場し、リング上でガチ対決！！
K-1王者に一発食らわせる事ができるのか？ 
もう、炎上はゴメンだ！果たして尾形は、改心したのか！？
【出演】田村淳、有吉弘行／尾形貴弘(パンサー)、川田裕美、武尊、藤田ニコル
森田哲矢(さらば青春の光)、山崎弘也(アンタッチャブル)　[50音順]

             ";2019-07-02
2019年6月25日（火） ;うぬぼれ注意！オトコの自分番付;https://www.tv-asahi.co.jp/londonhearts/backnumber/1218/;"
             何も知らずにやってきた女性ゲストに
「この10人の男性の中で付き合いたい順にランク付けを」というド直球な質問を！
その女性ゲストが自分を何位に順位付けしてくれるかを男性陣が予想！今回は21歳人気モデル・藤田ニコルがランキングゲストで登場！ 
そして、選ばれる側の男性芸人は、かつてないクセ者だらけのモンスター達が勢揃い!!
昨年のM－1王者・霜降り明星ほか、元祖キモ芸人のアンガ田中、マセキのポンコツ三四郎小宮、若手ネガティブNo.１宮下草薙の草薙、
M－1騒動でテレビ出演がめっきり減ったとろサーモン久保田、
東京進出で苦しむダイアン津田とかまいたち濱家、
そして遂にコロチキナダルと安田大サーカスクロちゃんのモンスター２トップが夢の共演!!
普段なら最下位候補のメンバーたちばかり。
ニコルにとっては超究極の選択！！
一方男性陣にとっては、誰もが上位に入れる絶好のチャンス！！
果たして、ニコルはどんな順位を付けるのか!?
ラストは、なぜかご意見番のおぎやはぎ小木が、
女性目線で付き合いたい男をランク付けすることに(笑)
果たしてオギ子の順位は？
出演：田村 淳／おぎやはぎ／草薙航基（宮下草薙）、久保田かずのぶ（とろサーモン）、クロちゃん（安田大サーカス）、小宮浩信（三四郎）、津田篤宏（ダイアン）、霜降り明星、田中卓志（アンガールズ）、ナダル（コロコロチキチキペッパーズ）、濱家隆一（かまいたち）／藤田ニコル　[50音順]
             ";2019-06-25
2019年6月11日（火） ;『～もう一花咲かせたい！～　元AKB48だらけの非公認運動会』;https://www.tv-asahi.co.jp/londonhearts/backnumber/1208/;"
             元AKB48、総勢25名による非公認運動会を開催！！
AKB48を卒業して、今でも活躍するメンバーの陰で、
全くテレビに出られず、世間から忘れられた人たちは数知れず・・・
そんな中から、この企画の出演をキッカケに、
「もう一度、芸能界で花を咲かせたい！」と願うメンバー25名が集結し、
ツメ跡を残すべく、熱いバトルが繰り広げられる！！
前田敦子や高橋みなみと同期の１期生から、今や結婚して子供がいる人、
バイトをしている人など、様々なメンバーが参戦！
そして、注目の競技は、「50m走」「上体反らし」「水中息止め」の３種目だが・・・
記録が良かった人と、キャラが良かった人だけが残れるサバイバル対決！！
今でもグラビアを続けているメンバーは、露出多めでお色気勝負！！
さらに・・・
「（私、今）オイルのエステで働いてて・・・」
「私、〇〇しています！！」
何とかツメ跡を残そうとぶっちゃけ告白も飛び出すぞ～！！ 果たして、ロンブー、有吉、ザキヤマが見守る中、
強烈なインパクトを残し、もう一度花を咲かせるのは？
そして、栄えある総合優勝に輝いたのは一体誰だ～!?
【出演】ロンドンブーツ1号2号、有吉弘行、山崎弘也(アンタッチャブル)／
浦野一美（1期生）、大江朝美（1期生）、戸島花（1期生）、平嶋夏海（1期生）、今井優（2期生）、
大堀恵（2期生）、小林香菜（2期生）、松原夏海（2期生）、片山陽加（3期生）、田名部生来（3期生）、 中田ちさと（4期生）、内田眞由美（5期生）、小原春香（5期生）、前田亜美（7期生）、 松井咲子（7期生）、永尾まりや（9期生）、小嶋菜月（11期生）、森川彩香（11期生）、 岡田彩花（13期生）、西野未姫（14期生）、橋本耀（14期生）、前田美月（14期生）、飯野雅（15期生）、大和田南那（15期生）、近藤萌恵里（チーム８） 
             ";2019-06-11
2019年6月4日（火） ;深夜の家庭訪問;https://www.tv-asahi.co.jp/londonhearts/backnumber/1204/;"
             ここ最近あまりテレビで見なくなってしまったタレント達の自宅に、
淳たちが家庭訪問！！
お酒を飲みながら、それぞれが抱えている悩みや本音を聞き出す！！
2017年M-1GP王者に輝いた、とろサーモン久保田。
しかしその翌年、例の騒動が原因でテレビでの仕事が激減。
今だから話せるM-1騒動の裏側、そして悲惨な末路とは!?
相方・村田も緊急参戦、コンビ間の本音をぶつけ合う！！
 
さらに、崖っぷちアラフォーグラドル手島優からも悩みを聞き出す・・・はずが、
プライドを捨てきれず殻を破れない手島に、正論で諭す一同！！
そして、ラストは手島がまさかの大号泣で悲痛な訴え！！
ラストは、一同驚愕の㊙映像も公開！！
お楽しみに！
出演：ロンドンブーツ1号2号、有吉弘行／かまいたち、手島優、とろサーモン、
藤本敏史（ＦＵＪＩＷＡＲＡ）、矢作兼（おぎやはぎ）[50音順]

             ";2019-06-04
2019年5月28日（火） ;事務所の偉大な先輩たち;https://www.tv-asahi.co.jp/londonhearts/backnumber/1199/;"
             偉大な先輩芸人の各事務所内に脈々と伝わるウワサ&都市伝説&武勇伝を、新人芸人たち200人以上に大調査!!
太田プロ代表・有吉弘行、マセキ代表・出川哲朗、
人力舎代表・ザキヤマ、
サンミュージック代表・カンニング竹山、
よしもと代表・陣内智則！
 
大先輩にほぼ会った事のない芸歴３年以内の若手たちがスタジオに集結し、憧れの大先輩にまつわるウワサ&都市伝説&武勇伝の真相をランキング形式で発表し本人に直撃する!!
 
「養成所時代に１日も休まず皆勤賞だった」
「手応えあった番組を後輩に見るよう強要」
「知らない人がボケるのを嫌う」
衝撃の都市伝説から怖いウワサまで、果たして真実は!?
ザキヤマ&竹山の、アノ名シーンも後輩たちの前で披露！
 
出演：ロンドンブーツ1号2号、有吉弘行／カンニング竹山、陣内智則、出川哲朗、塙宣之（ナイツ）、山崎弘也（アンタッチャブル）／若手芸人たち[50音順]

             ";2019-05-28
2019年5月21日（火） ;ウラでこんな事やってました　勝手にバラしていいよねGP;https://www.tv-asahi.co.jp/londonhearts/backnumber/1193/;"
             先週放送した『勝手に調査報告　今、相方はこんな事思ってますよ‼︎』に引き続き、今ノリにノッている芸人たちのウラの顔を大暴露！！
彼らはウラでどんな行動や発言をしているのかを、ロンハースタッフが全総力をあげ、至る所から様々な情報を入手し、それをランキング形式で発表！！
チャラ男漫才で人気急上昇中のEXIT・兼近が、今好きになりそうな相手とは？！
彼女と別れたばかりのはずの霜降り明星・せいやだが、もう次の恋がスタートしている？！
次々と暴露されていく人気芸人たちの恋愛秘話やプライベート！！
果たしてどんなネタが発表されるのか？！お楽しみに！！
 
出演：ロンドンブーツ1号2号／狩野英孝、ナダル（コロコロチキチキペッパーズ）、藤本敏史（FUJIWARA）／アインシュタイン、EXIT、さらば青春の光、三四郎、霜降り明星、ジャングルポケット、ダイアン、トム・ブラウン[50音順]

             ";2019-05-21
2019年5月14日（火） ;勝手に調査報告　今、相方はこんな事思ってますよ‼︎;https://www.tv-asahi.co.jp/londonhearts/backnumber/1188/;"
             人気芸人たちのコンビ関係を、隠し撮りや身近な人への極秘アンケートで徹底検証!!
人気急上昇中のEXITや、M-1・R-1を制覇した霜降り明星など、ノリにノッている芸人たちは、相方に対してどんな感情を抱いているのか…？
三四郎小宮は相方になぜか怒り爆発!?
ジャンポケ太田は、おたけに長年の不満が!!
改名直後のダイアン西澤に津田の反応は!?
「相方がハネているのは見たくない」
「相方のTwitterやLINEをチェック」
直接言えない相方への、まさかの本音が飛び出すぞ!!
さらに、狩野&ナダルのポンコツご意見番にも注目！
令和になっても攻め続けるロンハー！お楽しみに！！
出演：ロンドンブーツ1号2号／狩野英孝、ナダル（コロコロチキチキペッパーズ）、藤本敏史（FUJIWARA）／アインシュタイン、EXIT、さらば青春の光、三四郎、霜降り明星、ジャングルポケット、ダイアン、トム・ブラウン[50音順]

             ";2019-05-14
2019年5月7日（火） ;うぬぼれ注意！芸人リスペクト番付;https://www.tv-asahi.co.jp/londonhearts/backnumber/1181/;"
             スタジオがヒリつく禁断企画「うぬぼれリスペクト」が、満を持して深夜に登場！！
企画の中身を全く知らされずにスタジオに呼ばれた芸歴５年の宮下草薙・草薙。
そこで待っていたのは10名の先輩芸人たち。
すると「この10人の中で尊敬しているのは誰？1位から10位まで順位を付けて！」という、後輩として非常に答えづらい質問をぶつけられる！
そして草薙が別室で考えている間に、先輩芸人たちは自分が何位に順位付けされるかを予想する！ネガティブ芸人・草薙が、卑屈な感性で先輩たちを斬りまくる！
「能力以上に斜に構えてる」
「相談しても、何も良い答えが出なさそう」
ワースト１に順位付けされたアノ先輩は、ショックで立ち直れない？！
果たしてどんな順位になるのか、乞うご期待！
さらに、まだまだ未知な草薙の人間性に迫るため、職務質問ドッキリを敢行！！
急に警察官に職務質問を受けたら、草薙は一体どうする？！
出演：ロンドンブーツ1号2号、有吉弘行／藤本敏史（FUJIWARA）／井上裕介（NON STYLE）、尾形貴弘（パンサー）、カズレーザー（メイプル超合金）、狩野英孝、品川祐（品川庄司）、霜降り明星、ナダル（コロコロチキチキペッパーズ）、村上健志（フルーツポンチ）、山内健司（かまいたち）／草薙航基(宮下草薙)　[50音順]

             ";2019-05-07
2019年4月23日（火） ;"東京で苦しむ芸人2人！？
";https://www.tv-asahi.co.jp/londonhearts/backnumber/1177/;"
             大阪ではバリバリの実力派と言われてきたダイアン津田とかまいたち濱家。満を持して最近東京進出してきたのだが…以前、スペシャルで放送した「芸人リアルアンケート調査」の際に、東京の若手芸人から全く憧れられていないことが判明！！
何か違うと思われている2人…
一体なぜ東京にハマっていないのか、ロンハーが緊急解明！！今回も、匿名にて東京の若手芸人であるカミナリやジャンポケ斉藤らからアンケートを収集！匿名だと思って書いたリアルな本音が、津田・濱家に刺さりまくる！！
さらに2人の身近にいるマネージャーや放送作家にもアンケートを実施！！そして2人への隠し撮りも行い、何で東京にハマっていないのか、その理由を解明！！
津田・濱家のメンタルは、もう崩壊寸前…！？
しかし、今週もアノ救世主が登場で、予想外の展開に！？
お見逃しなく！
【出演】ロンドンブーツ1号2号／津田篤宏（ダイアン）、濱家隆一（かまいたち）／カズレーザー（メイプル超合金）、カミナリ、草薙航基（宮下草薙）、後藤拓実（四千頭身）、斉藤慎二（ジャングルポケット）、村上健志（フルーツポンチ）、藤本敏史（FUJIWARA）、堀田茜、矢作兼（おぎやはぎ）、山内健司（かまいたち）、山崎弘也（アンタッチャブル）[50音順]

             ";2019-04-23
2019年4月16日（火） ;次回のロンドンハーツは非常事態！！;https://www.tv-asahi.co.jp/londonhearts/backnumber/1167/;"
             温厚でキレる事などない狩野英孝が、芸人Aとマジ揉めしていることが発覚！！
これは一大事なので、狩野が一体誰と揉めているのか？その原因は何なのかを究明することに…
企画を知らされずスタジオに呼ばれた狩野。そこで、本音を隠し撮りしたVTRを見て、狩野の言い分を聞いたところで、別室にてその様子を見ていた芸人Aがスタジオに登場！
両者の本音を、淳やフジモンが聞き出していくが…
芸人Aへの苛立ちは、狩野だけでなく他のスタジオメンバーからも溢れ出す事態に！！
スタジオは一触即発ムードに！！
しかし、ラストは芸人Aの天敵が急遽登場で、予想外の展開に！？
こんなヒリヒリ感はなかなかないぞ！！
お見逃しなく！
【出演】ロンドンブーツ1号2号／狩野英孝／太田博久(ジャングルポケット)、川島明(麒麟)、小宮浩信(三四郎)、斉藤慎二(ジャングルポケット)、藤本敏史(FUJIWARA)、堀田茜、山崎弘也（アンタッチャブル）、他[50音順]

             ";2019-04-16
2019年4月9日（火） ;芸人ダメサーチ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1164/;"
             芸能人にとって世間からの悪いイメージは、今後の参考のために押さえておきたい大切な意見・・・
そこで、ゲストにまつわる悪いイメージを、一般男女200名にアンケートをとり、ランキングを作成！
票の多かった上位を、スタジオのみんなで予想しちゃうという、ありがた迷惑な企画「芸人ダメサーチ」！
今回のゲストは出川哲朗。
付き合いの長い有吉やザキヤマ、事務所の後輩であるバカリズムや小宮など、出川のことをよく知る人物たちが回答席に並ぶが・・・
この企画、正解であればいいが、不正解だとタダの悪口になってしまうので要注意！
出川の悪いところなどない！と前置きしておきながら、次々と悪いイメージを回答していくメンバーたち！
ネオバラ枠の放送となり、笑いも深夜ノリ！！
予期せぬ展開も多数・・・、これぞロンハー！！
さらに、スタジオメンバーから、もう1人のターゲットが！それは一体！？
テレビの前の皆さんも、一緒に予想しながら見てね！！
出演：ロンドンブーツ1号2号、有吉弘行／出川哲朗／カズレーザー（メイプル超合金）、小宮浩信（三四郎）、バカリズム、藤田ニコル、藤本敏史（FUJIWARA）、山崎弘也（アンタッチャブル）[50音順]

             ";2019-04-09
2019年4月2日（火） よる11：20から♪;ネオバラに移ったロンドンハーツ1発目は…;https://www.tv-asahi.co.jp/londonhearts/backnumber/1151/;"
             ネオバラに移ったロンドンハーツ1発目は…
パンサー尾形の異常な嫉妬心は本当なのかを検証！！
結婚前は、散々浮気をしていた自分の事は棚に上げ、奥さんには、恐ろしい程の嫉妬深さを見せるというパンサー尾形。
 
そこでロンハーでは、尾形に対し、「もし奥さんがナンパされたら？」という検証や、さらには自宅隠し撮りを敢行！！
ナンパ検証は、実は淳が裏で奥さんとナンパ師に指示を入れコントロールしているという、尾形に対しての逆ドッキリだが…
尾形の信じられない反応に、淳や有吉、ザキヤマなどスタジオメンバーも騒然！！
本来はゴールデン用に撮ったドッキリロケだったが、あまりの衝撃内容だったので、急きょネオバラ枠での放送が決定！
ロンドンハーツは、深夜でもガンガン攻め続けます！！
お楽しみに！！
【出演】ロンドンブーツ1号2号、有吉弘行／尾形貴弘（パンサー）／朝日奈央、中村仁美、山崎弘也（アンタッチャブル）[50音順]

             ";2019-04-02
